name,website,category,date,source
Metroland Funds Management PTY Ltd,https://metrolandmanagement.com,Unlicensed entities,2020-06-18,sfc
XDCF,www.xdhkjr.com,Unlicensed entities,2020-06-18,sfc
JSGI Global Holding Limited,www.jsgigholding.com,Unlicensed entities,2020-05-08,sfc
海拓國際金融有限公司 (Chinese name only),-,Unlicensed entities,2020-06-23,sfc
Redstone Capital Partners,www.redstoneonline.com,Unlicensed entities,2020-05-18,sfc
智誠財經 (Chinese name only),www.zccj008.com,Unlicensed entities,2020-06-23,sfc
Global FX International LP,https://global-fx.com,Unlicensed entities,2020-06-26,sfc
www.elezenocap.com,www.elezenocap.com,Suspicious websites,2020-06-30,sfc
http://bwgfnhk.com,http://bwgfnhk.com,Suspicious websites,,sfc
源泰國際金控股份有限公司 (Chinese name only),www.yuantaiinternationalfinancial.com,Suspicious websites,2020-06-30,sfc
Bennet Global,www.bennetglobal.com,Unlicensed entities,2020-07-03,sfc
Jordan Limited,www.jordanltd.com,Unlicensed entities,2020-07-09,sfc
www.eddids.com,www.eddids.com,Suspicious websites,2020-07-10,sfc
www.futu898.com,www.futu898.com,Suspicious websites,2020-07-13,sfc
www.fujihk.hk,www.fujihk.hk,Suspicious websites,2020-07-16,sfc
www.txj-king.com,www.txj-king.com,Suspicious websites,2020-06-18,sfc
http://hljyxt.com,http://hljyxt.com,Suspicious websites,2020-07-16,sfc
www.zggj.top,www.zggj.top,Suspicious websites,2020-07-17,sfc
www.tdgj.vip,www.tdgj.vip,Suspicious websites,2020-07-13,sfc
Miraizo Group Limited,http://miraizogroup.com/,Unlicensed entities,2020-07-21,sfc
www.metatrader4.net.cn,www.metatrader4.net.cn,Suspicious websites,2020-07-22,sfc
"Hong Kong Science and Technology Innovation Equity Transfer Market Co., Ltd",www.hkeeotc.com,Fake regulators and/or market operators,2020-03-03,sfc
Brock Holdings,www.brockholdings.com,Unlicensed entities,2020-07-22,sfc
www.qwjzfw.com,www.qwjzfw.com,Suspicious websites,,sfc
HKS Securities Limited,www.hks-securities.com,Unlicensed entities,2020-07-24,sfc
www.gmotob.cn,www.gmotob.cn,Suspicious websites,2020-07-31,sfc
www.yingtouib.com,www.yingtouib.com,Suspicious websites,2020-08-05,sfc
Padma International Limited,uk.padmafx.com,Unlicensed entities,2020-07-07,sfc
www.ruidafts.com,www.ruidafts.com,Suspicious websites,2020-08-05,sfc
HKJSSHENGFX Corporation / Jiasheng Asia Pacific Ltd / HongKong Jiashengyatai Group Limited / DfcfFX International Group Ltd,www.hk-js.com,Unlicensed entities,2020-07-28,sfc
www.hongyuangguoji.hk,www.hongyuangguoji.hk,Suspicious websites,2020-08-07,sfc
www.ydfxgj.com,www.ydfxgj.com,Suspicious websites,2020-08-07,sfc
Zhongmin International Futures,Nil,Unlicensed entities,2020-08-10,sfc
www.veritasfinance.net,www.veritasfinance.net,Suspicious websites,2020-06-18,sfc
www.brimstoneasset.com,,Suspicious websites,,sfc
www.keerao.com,www.keerao.com,Suspicious websites,2020-08-10,sfc
IEC International,www.iecinternational.com,Unlicensed entities,2020-03-13,sfc
RTFX Group Limited,(i) www.rtfxasia.com (ii) www.rtfxcn.net,Unlicensed entities,2020-07-17,sfc
www.chinaysbao.pro,www.chinaysbao.pro,Suspicious websites,2020-08-11,sfc
http://aa.xiaoliangxin.top,http://aa.xiaoliangxin.top,Suspicious websites,2020-08-11,sfc
Everest Holdings Group,https://everestholdingsco.com,Unlicensed entities,2020-08-10,sfc
www.hefengzq.cn,www.hefengzq.cn,Suspicious websites,2020-07-23,sfc
Hongkong Aisite Services Limited / Aisite Services Limited,www.hkaisfx.com,Unlicensed entities,2020-08-12,sfc
www.xc333333.com,www.xc333333.com,Suspicious websites,2020-08-13,sfc
www.sssssx.com,www.sssssx.com,Suspicious websites,,sfc
www.ydqhgj.com,www.ydqhgj.com,Suspicious websites,,sfc
Mcgraw/ DBA,rich.mcgraw-best.com,Unlicensed entities,2020-08-31,sfc
Kingsfintech,www.gmsir.com,Suspicious websites,2020-09-03,sfc
www.silvertree-hk.com,www.silvertree-hk.com,Suspicious websites,2020-08-11,sfc
www.afomanagement.com,www.afomanagement.com,Suspicious websites,2020-08-20,sfc
www.oanda-hk.com,www.oanda-hk.com,Suspicious websites,2020-09-07,sfc
www.eastcredits.com,www.eastcredits.com,Suspicious websites,2020-09-17,sfc
www.jdzb.hk,www.jdzb.hk,Suspicious websites,2020-09-21,sfc
Million Tinkle International,www.fxmillionasia.com,Unlicensed entities,2020-09-22,sfc
http://fdtew.s9om.cn,http://fdtew.s9om.cn,Suspicious websites,2020-09-09,sfc
香港國際期貨有限公司 (Chinese name only),www.grandgj.com,Suspicious websites,2020-09-22,sfc
www.zyqhpz.com,www.zyqhpz.com,Suspicious websites,2020-08-12,sfc
HK Golden Crown Trading Limited,www.hkgoldencrown.com,Unlicensed entities,2020-09-21,sfc
IFDC Capital Management LLC ,https://en.ifdcfx.com,Unlicensed entities,2020-10-05,sfc
FXMarket / XMFX,(i) www.fxmarkethk.com,Unlicensed entities,2020-10-05,sfc
www.silvertree-hk.org,www.silvertree-hk.org,Suspicious websites,2020-10-06,sfc
Investment Management Co. Pty Ltd ,www.intafxs.com,Unlicensed entities,2020-10-06,sfc
www.oasis-im.com,www.oasis-im.com,Suspicious websites,2020-10-21,sfc
http://bakelaihk.com,http://bakelaihk.com,Suspicious websites,2020-09-22,sfc
Bruckhaus Quist Limited,www.bruckhaus-quist.com ,Unlicensed entities,2020-10-30,sfc
https://ns0t2sr3a.zy868-gjwh.com,https://ns0t2sr3a.zy868-gjwh.com,Suspicious websites,2020-10-30,sfc
https://haitongcaifu1.com,https://haitongcaifu1.com,Suspicious websites,2020-10-30,sfc
https://everbright-sun-hung-kai-ebshk-direct.business.site,https://everbright-sun-hung-kai-ebshk-direct.business.site,Suspicious websites,2020-11-02,sfc
GDC Limited,https://gdcinvestment.com ,Unlicensed entities,2020-11-10,sfc
"Ambry Trading Co., Limited",www.ambrysun.com,Unlicensed entities,2020-09-21,sfc
GKS,www.za1.gks-financial.com,Unlicensed entities,2020-11-12,sfc
www.sinopointglobal.com,www.sinopointglobal.com,Suspicious websites,2020-08-28,sfc
Middleton Associates,www.middletonassociates.com,Unlicensed entities,2020-11-13,sfc
https://haitongcaifu8.com,https://haitongcaifu8.com,Suspicious websites,2020-11-02,sfc
http://hrgj168.com,http://hrgj168.com,Suspicious websites,2020-11-18,sfc
www.chgadvisors.com,www.chgadvisors.com,Suspicious websites,2020-11-19,sfc
FVA Finance Limited / FVA Fintech Limited,www.fvafxhk.com,Unlicensed entities,2020-11-23,sfc
www.zzqhgj.com,www.zzqhgj.com,Suspicious websites,2020-11-23,sfc
http://henghuaguoji.com,http://henghuaguoji.com,Suspicious websites,2020-11-23,sfc
https://caelusasset.com,https://caelusasset.com,Suspicious websites,2020-11-23,sfc
http://yuandaqihuogongsi.b58b.com,http://yuandaqihuogongsi.b58b.com,Suspicious websites,2020-11-23,sfc
https://cescaptial.com,https://cescaptial.com,Suspicious websites,,sfc
https://market.wikifx.hk,https://market.wikifx.hk,Suspicious websites,2020-11-25,sfc
Escrow Services Limited / Escrow Services Limited Asset Management Limited,www.escrowserviceslimited.com,Unlicensed entities,2020-11-26,sfc
亞思科財富 (Chinese name only),http://www.yskcfhk.com,Unlicensed entities,2020-08-06,sfc
www.futunnw.com,www.futunnw.com,Suspicious websites,2020-12-07,sfc
www.hkyifuqh.com,www.hkyifuqh.com,Suspicious websites,2020-12-07,sfc
Lange Group,www.langegroup.com,Unlicensed entities,2020-12-10,sfc
Edge Investment Management Limited,www.edgeiml.net,Unlicensed entities,2020-12-18,sfc
http://47.244.217.141,http://47.244.217.141,Suspicious websites,2020-08-06,sfc
World Markets,www.worldmarkets.com,Unlicensed entities,2020-12-18,sfc
Han Lin Kam / HLKAM-HK,www.hlkam-hk.com,Unlicensed entities,2020-12-18,sfc
www.htzq.net,www.htzq.net,Suspicious websites,2020-12-21,sfc
AF Index Limited,www.af-index.com,Unlicensed entities,2020-12-14,sfc
www.qdyywlkj.com,www.qdyywlkj.com,Suspicious websites,2020-11-23,sfc
Evallon Investment Limited / Evallon Global Investment Management,www.evallongim.com,Unlicensed entities,2020-12-28,sfc
Yung Shiu International Financial,http://yungshiufinancial.com,Unlicensed entities,2020-12-29,sfc
www.fujizg.cn,www.fujizg.cn,Suspicious websites,2020-12-29,sfc
www.evergreen.group,www.evergreen.group ,Suspicious websites,2020-12-29,sfc
www.grey-investment.com,www.grey-investment.com,Suspicious websites,2020-12-29,sfc
Hong Kong Daniu Securities Limited,i.	www.hk9999.com,Unlicensed entities,2020-12-29,sfc
www.mcgroll.com,www.mcgroll.com,Suspicious websites,2020-11-13,sfc
www.cinda-securities.com,www.cinda-securities.com,Suspicious websites,2020-12-31,sfc
HKCBRC交易平台 (only Chinese name is available),-,Unlicensed entities,2020-12-31,sfc
www.brianna-capital.com,www.brianna-capital.com,Suspicious websites,2020-12-31,sfc
Evergreen Offshore Inc.,www.eg-fund.com,Unlicensed entities,2020-12-31,sfc
DUP Capital Limited,www.dupforex.com ,Unlicensed entities,2021-01-07,sfc
FX919,www.fx919.com ,Unlicensed entities,,sfc
Prowell Financial,www.prowellfinancial.com  ,Unlicensed entities,2021-01-07,sfc
www.elitecapitalinternational.com,www.elitecapitalinternational.com,Suspicious websites,2021-01-08,sfc
CFI HK Group,www.cfihongkong.com,Unlicensed entities,2021-01-08,sfc
www.hkkaiser.net,www.hkkaiser.net,Suspicious websites,2021-01-19,sfc
Olympus International Limited,www.olympusintltd.com,Unlicensed entities,2021-01-21,sfc
www.xycp34.com,www.xycp34.com,Suspicious websites,2020-10-29,sfc
www.xhkdz.cn ,www.xhkdz.cn ,Suspicious websites,2021-01-21,sfc
www.longrunfinancial.cn,www.longrunfinancial.cn,Suspicious websites,2021-01-27,sfc
www.fsgjqhxgj.com,www.fsgjqhxgj.com,Suspicious websites,2020-12-29,sfc
CF Global Trading ,-,Unlicensed entities,2021-01-28,sfc
http://excalibur.cn.com,excalibur.cn.com,Suspicious websites,2020-12-14,sfc
Globalink (Hong Kong) Financial Services Company Limited ,www.gelin.hk ,Unlicensed entities,2021-02-03,sfc
RS Finance (AUST) Limited / RS Finance Limited/ RS Finance (Aust) PTY Limited,www.rsfinanceltd.com,Unlicensed entities,2021-02-03,sfc
www.fuda-capital.com,www.fuda-capital.com,Suspicious websites,2021-01-29,sfc
www.huixinqihuo.cc,www.huixinqihuo.cc,Suspicious websites,2021-01-19,sfc
www.fsjdts.top,www.fsjdts.top,Suspicious websites,2021-02-08,sfc
www.hongkongxh.com,www.hongkongxh.com,Suspicious websites,2021-02-08,sfc
www.yubo.com.hk,www.yubo.com.hk,Suspicious websites,2021-02-08,sfc
www.tvcmgt.com / www.tvcmgt.net,1.	www.tvcmgt.com,Suspicious websites,2020-12-29,sfc
Investam HK,www.investam-hk.com,Unlicensed entities,2021-02-09,sfc
The Antrim Group PTE Limited,www.antrim-group.com  ,Unlicensed entities,2021-02-09,sfc
Insun Forex,www.tradeinsun.com,Unlicensed entities,2021-02-10,sfc
Jinlong Zhihui Information Technology Limited,(i)	www.jinltech.com ,Unlicensed entities,2021-02-10,sfc
Jiayu Investment International Co Ltd,www.hongkongjiayu.com,Unlicensed entities,2020-12-23,sfc
Far Trust International Finance,https://bts006-btsopt-com.webnode.tw,Unlicensed entities,2021-02-16,sfc
www.gaotengassetmgt.com,www.gaotengassetmgt.com,Suspicious websites,2021-01-27,sfc
豐收證券期貨(香港)有限公司 (Chinese name only),www.fsfutures.cc,Unlicensed entities,2021-02-24,sfc
www.yubo-securities.com,www.yubo-securities.com,Suspicious websites,2021-02-08,sfc
"DingSheng International Co., Ltd",www.ds-fx.com  ,Unlicensed entities,2021-02-10,sfc
www.marshallwace-am.com,www.marshallwace-am.com,Suspicious websites,2021-03-03,sfc
www.fuzhonghk66.com ,www.fuzhonghk66.com ,Suspicious websites,2021-03-09,sfc
www.cisicnonline.com/web/down/hb ,www.cisicnonline.com/web/down/hb ,Suspicious websites,2021-03-11,sfc
MagKing Global Limited / MagKing Forex,www.mqiong.com,Unlicensed entities,2021-03-05,sfc
http://cnffutures.vip,http://cnffutures.vip,Suspicious websites,2021-02-01,sfc
Dakras Markets Limited,www.dakras.com,Unlicensed entities,2021-03-12,sfc
Hong Fu International Futures Brokerage Company Limited,www.hfjr.hk.com,Suspicious websites,,sfc
First Brokers / Fintecbrokers / Tera Holdings Ltd,www.fbrokers.io,Unlicensed entities,2021-03-02,sfc
BTCUSDT Investment Limited,www.btcusdtbank.com,Unlicensed entities,2021-03-12,sfc
www.pwm.hk,www.pwm.hk,Suspicious websites,2021-03-18,sfc
www.qhassetmanagement-hk.com,www.qhassetmanagement-hk.com,Suspicious websites,2021-03-22,sfc
Hui Hui Tong FX,www.huihuitrade.com,Unlicensed entities,2021-03-31,sfc
Spring Inc ,www.spring-markets.com,Unlicensed entities,2021-04-01,sfc
www.henghuafuture.com,www.henghuafuture.com,Suspicious websites,2021-02-10,sfc
PD Wealth Solutions,www.pdwealthsolutions.com,Unlicensed entities,2021-04-19,sfc
Bernet International,https://bernetinternational.com,Unlicensed entities,2021-04-23,sfc
www.harbour-corp.com,www.harbour-corp.com,Suspicious websites,2021-04-30,sfc
"Hong Kong Tiancheng International Co., Ltd.",www.tchx.xyz,Unlicensed entities,2021-05-13,sfc
www.northwestcapitalservices.com,www.northwestcapitalservices.com,Suspicious websites,2021-05-13,sfc
www.kmtscale.com,www.kmtscale.com,Suspicious websites,2021-03-17,sfc
www.skywealthmgmt.com,www.skywealthmgmt.com,Suspicious websites,2021-04-12,sfc
Zurich Capital Partners S.A.,www.zurichcapitalpartners.eu,Unlicensed entities,2021-05-13,sfc
Dunbar Consultants Limited,www.dunbarconsultantslimited.com,Unlicensed entities,2021-05-20,sfc
Branwell International Limited,www.branwellinternational.com,Unlicensed entities,2021-05-20,sfc
Garson Inc,www.garsonforex.com,Unlicensed entities,2021-04-30,sfc
https://sucdenffxhk.com,https://sucdenffxhk.com,Suspicious websites,2021-05-24,sfc
凱飛財富 (Chinese name only),www.kfcfhk.com,Unlicensed entities,2021-05-24,sfc
www.pimco.dnlmy.com,www.pimco.dnlmy.com,Suspicious websites,2021-05-24,sfc
OBT International Limited,https://obt8.com,Unlicensed entities,2021-02-09,sfc
www.millenniumlimited.com,www.millenniumlimited.com,Suspicious websites,2021-05-24,sfc
http://huayingtongkg.com,http://huayingtongkg.com,Suspicious websites,2021-05-24,sfc
Sky-Markets,www.sky-markets.com/ www.sky-markets.net,Unlicensed entities,2021-05-25,sfc
Rely Group,www.relygpchinese.com,Unlicensed entities,2021-05-31,sfc
www.huachenfis.vip,www.huachenfis.vip,Suspicious websites,2021-06-03,sfc
www.bccml.com,www.bccml.com,Suspicious websites,2021-05-17,sfc
www.minzhong.top,www.minzhong.top,Suspicious websites,2021-06-09,sfc
http://dxcj.oe999.cn,http://dxcj.oe999.cn,Suspicious websites,2021-06-09,sfc
FLO Finance Limited,www.flofxhk.com,Unlicensed entities,2021-06-10,sfc
www.psofi.top,www.psofi.top,Suspicious websites,2021-05-24,sfc
Acorn Strategic Group,www.asgintl.com,Unlicensed entities,2021-06-23,sfc
www.gcam-hk.com,www.gcam-hk.com,Suspicious websites,2021-06-09,sfc
http://hkzybcfund.com ,http://hkzybcfund.com,Suspicious websites,2021-05-24,sfc
Rich Fund Tech Group Limited ,www.richtech.live,Unlicensed entities,2021-06-23,sfc
XGTZ / Hong Kong Investment Finance Co Ltd,www.xgtzjrgs.com,Unlicensed entities,2021-06-23,sfc
EITA Link Limited ,https://eitalink.vip,Unlicensed entities,2021-06-24,sfc
www.eastspringhk.com,www.eastspringhk.com,Suspicious websites,2021-07-05,sfc
Narsq Futures Limited,www.narsq.com,Unlicensed entities,2021-04-22,sfc
Rifa Technology Company Limited,https://www.rifa-markets.com/,Unlicensed entities,2021-06-23,sfc
Acetop Training Company / Acetop Global Markets Limited,www.ace-pfx.com,Unlicensed entities,2021-07-09,sfc
BTCADAGlobal Limited / BTCADA Global Limited,1) www.btcadaglobalfox.com,Unlicensed entities,2021-07-14,sfc
www.hkyifu.hk / www.yifuqihuo.com,www.hkyifu.hk,Suspicious websites,2021-08-19,sfc
Kamshunpok Wealth Co Ltd,http://kspcf-hk.net ,Unlicensed entities,2021-08-19,sfc
HapFover Limited,www.hapfover.com,Unlicensed entities,2021-08-23,sfc
HKMT Finance Limited,www.mtfxhk.vip,Unlicensed entities,2021-09-03,sfc
Sunpor Group Limited,https://www.sunporgroup.com,Unlicensed entities,2021-09-09,sfc
Trony Fx Limited,www.trony.live/cn,Unlicensed entities,2021-09-10,sfc
Ascent Bright Tech Limited,www.ascent.zone,Unlicensed entities,2021-09-10,sfc
https://dl.convoyfund.com/PWJbkYaV,https://dl.convoyfund.com/PWJbkYaV,Suspicious websites,2021-07-23,sfc
www.lalfx.com,www.lalfx.com,Suspicious websites,2021-09-16,sfc
www.kspcf-hk.com,www.kspcf-hk.com,Suspicious websites,2021-09-16,sfc
www.hkalp.com,www.hkalp.com,Suspicious websites,2021-09-23,sfc
www.tmincorporated.com,www.tmincorporated.com,Suspicious websites,2021-05-31,sfc
Yahui Finance Co Limited,i)	www.yahuitrades.com,Unlicensed entities,2021-10-04,sfc
www.kvbkunlunhk.com,www.kvbkunlunhk.com ,Suspicious websites,2021-10-04,sfc
http://ameritrade.tdamr.com,http://ameritrade.tdamr.com,Suspicious websites,2021-10-11,sfc
www.yigangtongkg.com,www.yigangtongkg.com ,Suspicious websites,,sfc
UEE Group ,www.ueefinancialgroup.com,Unlicensed entities,2021-07-06,sfc
www.54xiaoyang.com,www.54xiaoyang.com,Suspicious websites,2021-11-04,sfc
FGT inance Limited / FGT,www.fgtfxhk.com,Unlicensed entities,2021-11-11,sfc
Ring Financial Limited,www.ring-forex.com,Unlicensed entities,2021-11-12,sfc
"Yahui Global Co., Limited",www.yahuifinance.com,Unlicensed entities,2021-11-12,sfc
Varot Financial Limited,www.varotforex.com,Unlicensed entities,2021-10-20,sfc
JMS Investment Services / JMS Limited / JMS Financial,www.jmsfin.com,Unlicensed entities,2021-11-18,sfc
Wrxst Group,www.wrxsthk.com,Unlicensed entities,2021-11-18,sfc
Hanson Capital Ltd,https://hansoncapitalltd.com,Unlicensed entities,2021-11-18,sfc
OSL Corporation,www.hifly59702.top,Suspicious virtual asset trading platforms,2021-11-18,sfc
Worthington Equity Management ,https://worthingtonequity.com   ,Unlicensed entities,2021-11-19,sfc
Face Capital Limited,www.face-forex.com,Unlicensed entities,2021-11-12,sfc
Asia Pacific Futures Investment Limited,www.ytqmtfx.net,Unlicensed entities,2022-01-06,sfc
http://yggjnet.com,http://yggjnet.com,Suspicious websites,2022-01-24,sfc
香港富利嘉寶基金管理有限公司 (只有中文名字),www.hkfljbfund.com,Unlicensed entities,2021-07-06,sfc
www.tm-mgmt.com,www.tm-mgmt.com,Suspicious websites,2022-01-31,sfc
Cloud Peak International,www.cloudpeakicl.com,Unlicensed entities,2022-02-04,sfc
HuiXing Group Limited,www.huixingtradingfx.com,Unlicensed entities,2022-02-07,sfc
Snok Group Limited,http://snokgroup.com,Unlicensed entities,2021-09-14,sfc
St Andrews Group,(i)	www.standrews-group.com,Unlicensed entities,2022-02-09,sfc
Durham Capital Investments,www.durhamcapitalinvestments.com,Unlicensed entities,2022-02-21,sfc
www.tnscml.com,www.tnscml.com,Suspicious websites,2022-03-10,sfc
www.cortezcapital-hk.com,www.cortezcapital-hk.com,Suspicious websites,2022-03-17,sfc
https://web.arranos.com,https://web.arranos.com,Suspicious websites,2022-03-22,sfc
https://arrano.network,https://arrano.network,Suspicious virtual asset trading platforms,2022-03-22,sfc
Grand Hill Trading Group Limited,https://grandhilltradinggroup.com,Unlicensed entities,2021-10-29,sfc
IH Global Markets Limited ,www.ihglobalfx.com,Unlicensed entities,2022-02-11,sfc
www.ydhbs.com,www.ydhbs.com,Suspicious websites,2022-03-30,sfc
Hung Ding Financial,https://hungding-forex.net,Unlicensed entities,2021-11-18,sfc
www.qhcme.com,www.qhcme.com,Suspicious websites,2022-03-30,sfc
www.xydcc.com,www.xydcc.com,Suspicious websites,2022-03-30,sfc
www.redsun-hk.com,www.redsun-hk.com,Suspicious websites,2022-03-14,sfc
www.yyyzp.com,www.yyyzp.com,Suspicious websites,2022-03-30,sfc
www.hbxsa.com,www.hbxsa.com,Suspicious websites,2022-03-30,sfc
www.zhcyd.com,www.zhcyd.com,Suspicious websites,2022-03-30,sfc
